row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_quarter,order_week,order_dow,shipping_days,profit_margin_pct,discounted_revenue,cogs,customer_ltv,customer_order_rank,is_repeat_customer,sales_growth_pct,revenue_per_unit,is_high_value_order,is_loss_order
5174,CA-2015-107741,2015-03-08,2015-03-10,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946,2015,3,1,10,Sunday,2,26.25,2.73,2.51,3889.37,2,1,224.03,3.41,0,0
6434,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526,2015,3,1,14,Monday,5,36.25,18.82,14.99,3889.37,3,1,224.03,4.7,0,0
6435,CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,2015,3,1,14,Monday,5,7.5,144.77,167.39,3889.37,4,1,224.03,36.19,0,0
8589,CA-2015-138492,2015-05-15,2015-05-22,Standard Class,FC-14335,Fred Chung,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,51.968,2,0.2,-10.3936,2015,5,2,20,Friday,7,-20.0,41.57,62.36,3889.37,5,1,-11.88,25.98,0,1
7648,CA-2016-138968,2016-03-15,2016-03-16,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,4.544,2,0.2,1.6472,2016,3,1,11,Tuesday,1,36.25,3.64,2.9,3889.37,6,1,125.06,2.27,0,0
7649,CA-2016-138968,2016-03-15,2016-03-16,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,4,0.2,84.502,2016,3,1,11,Tuesday,1,6.25,1081.63,1267.53,3889.37,7,1,125.06,338.01,1,0
6839,CA-2017-107517,2017-02-05,2017-02-09,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,90503,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0.0,459.396,2017,2,1,5,Sunday,4,28.0,1640.7,1181.3,3889.37,8,1,-53.83,328.14,1,0
6840,CA-2017-107517,2017-02-05,2017-02-09,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,90503,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,371.2,5,0.2,41.76,2017,2,1,5,Sunday,4,11.25,296.96,329.44,3889.37,9,1,-53.83,74.24,1,0
3573,US-2017-126081,2017-06-29,2017-07-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Mesquite,Texas,75150,Central,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,2017,6,2,26,Thursday,5,35.0,4.15,3.37,3889.37,10,1,19.7,5.18,0,0
5877,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,2014,5,2,21,Wednesday,5,49.0,447.86,228.41,1383.14,1,0,-16.42,63.98,1,0
5878,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906,2014,5,2,21,Wednesday,5,49.0,17.94,9.15,1383.14,2,1,-16.42,5.98,0,0
5879,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0.0,68.8464,2014,5,2,21,Wednesday,5,28.0,245.88,177.03,1383.14,3,1,-16.42,40.98,1,0
9461,CA-2014-101833,2014-11-17,2014-11-22,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22,2014,11,4,47,Monday,5,50.0,34.44,17.22,1383.14,4,1,149.98,11.48,0,0
3107,CA-2017-127460,2017-07-10,2017-07-14,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156,2017,7,3,28,Monday,4,8.75,238.77,272.35,1383.14,5,1,-14.57,49.74,1,0
7791,CA-2017-160801,2017-09-19,2017-09-19,Same Day,FG-14260,Frank Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.842,3,0.7,-3.3894,2017,9,3,38,Tuesday,0,-70.0,1.45,8.23,1383.14,6,1,39.2,1.61,0,1
3978,CA-2017-101308,2017-10-02,2017-10-07,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,8.94,3,0.0,4.1124,2017,10,4,40,Monday,5,46.0,8.94,4.83,1383.14,7,1,-11.48,2.98,0,0
3979,CA-2017-101308,2017-10-02,2017-10-07,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,2017,10,4,40,Monday,5,-23.75,67.83,104.92,1383.14,8,1,-11.48,42.39,0,1
1329,CA-2017-106033,2017-10-15,2017-10-18,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0.0,26.376,2017,10,4,41,Sunday,3,30.0,87.92,61.54,1383.14,9,1,-11.48,21.98,0,0
5134,CA-2017-155607,2017-11-26,2017-11-30,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0.0,14.6825,2017,11,4,47,Sunday,4,25.0,58.73,44.05,1383.14,10,1,52.29,8.39,0,0
5135,CA-2017-155607,2017-11-26,2017-11-30,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.344,4,0.2,32.6704,2017,11,4,47,Sunday,4,35.0,74.68,60.67,1383.14,11,1,52.29,23.34,0,0
8839,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0.0,18.447,2014,4,2,14,Sunday,4,26.0,70.95,52.5,4256.27,1,0,-49.19,23.65,0,0
8840,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,2,0.2,23.7684,2014,4,2,14,Sunday,4,36.25,52.45,41.8,4256.27,2,1,-49.19,32.78,0,0
8841,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,3,0.0,131.9868,2014,4,2,14,Sunday,4,44.0,299.97,167.98,4256.27,3,1,-49.19,99.99,1,0
7572,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",194.7,5,0.0,9.735,2014,10,4,43,Tuesday,5,5.0,194.7,184.96,4256.27,4,1,-61.54,38.94,0,0
7573,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,591.32,4,0.0,112.3508,2014,10,4,43,Tuesday,5,19.0,591.32,478.97,4256.27,5,1,-61.54,147.83,1,0
7574,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,2.84,1,0.0,0.8804,2014,10,4,43,Tuesday,5,31.0,2.84,1.96,4256.27,6,1,-61.54,2.84,0,0
8468,CA-2016-168557,2016-09-19,2016-09-23,Standard Class,FH-14275,Frank Hawley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,8.928,2,0.2,3.1248,2016,9,3,38,Monday,4,35.0,7.14,5.8,4256.27,7,1,135.93,4.46,0,0
1137,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384,2016,11,4,45,Saturday,3,45.0,287.52,158.14,4256.27,8,1,33.05,35.94,1,0
1138,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504,2016,11,4,45,Saturday,3,28.0,37.68,27.13,4256.27,9,1,33.05,18.84,0,0
1139,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991,2016,11,4,45,Saturday,3,45.0,19.98,10.99,4256.27,10,1,33.05,9.99,0,0
1140,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0.0,5.5566,2016,11,4,45,Saturday,3,27.0,20.58,15.02,4256.27,11,1,33.05,2.94,0,0
1141,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69,2016,11,4,45,Saturday,3,50.0,17.38,8.69,4256.27,12,1,33.05,8.69,0,0
9392,CA-2017-162474,2017-03-13,2017-03-16,First Class,FH-14275,Frank Hawley,Corporate,United States,Aurora,Illinois,60505,Central,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,7.992,1,0.2,2.5974,2017,3,1,11,Monday,3,32.5,6.39,5.39,4256.27,13,1,190.0,7.99,0,0
8622,CA-2017-104318,2017-05-13,2017-05-18,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Franklin,Tennessee,37064,South,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,2,0.2,2.3364,2017,5,2,19,Saturday,5,11.25,16.61,18.43,4256.27,14,1,21.19,10.38,0,0
1912,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,2017,7,3,27,Monday,3,33.75,219.12,181.46,4256.27,15,1,-14.57,39.13,1,0
1913,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,2017,7,3,27,Monday,3,8.33,358.28,547.37,4256.27,16,1,-14.57,199.04,1,0
1848,CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764,2017,9,3,36,Sunday,0,7.5,289.88,335.18,4256.27,17,1,39.2,120.78,1,0
1849,CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,2017,9,3,36,Sunday,0,31.25,5.75,4.94,4256.27,18,1,39.2,3.59,0,0
3218,CA-2017-104640,2017-11-10,2017-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,3,0.2,314.2719,2017,11,4,45,Friday,6,33.75,744.94,616.9,4256.27,19,1,52.29,310.39,1,0
3219,CA-2017-104640,2017-11-10,2017-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2,0.0,124.9552,2017,11,4,45,Friday,6,29.0,430.88,305.92,4256.27,20,1,52.29,215.44,1,0
3554,CA-2017-107832,2017-11-23,2017-11-26,Second Class,FH-14275,Frank Hawley,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,7.476,1,0.7,-5.9808,2017,11,4,47,Thursday,3,-80.0,2.24,13.46,4256.27,21,1,52.29,7.48,0,1
4014,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,2015,8,3,34,Sunday,5,28.0,542.94,390.92,2271.28,1,0,28.27,180.98,1,0
4015,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.2336,2015,8,3,34,Sunday,5,49.0,8.64,4.41,2271.28,2,1,28.27,2.88,0,0
4016,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,0.0,94.962,2015,8,3,34,Sunday,5,49.0,193.8,98.84,2271.28,3,1,28.27,38.76,0,0
4017,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,0.0,9.63,2015,8,3,34,Sunday,5,45.0,21.4,11.77,2271.28,4,1,28.27,4.28,0,0
4018,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,0.0,48.94,2015,8,3,34,Sunday,5,50.0,97.88,48.94,2271.28,5,1,28.27,48.94,0,0
4019,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,2015,8,3,34,Sunday,5,19.0,251.91,204.05,2271.28,6,1,28.27,27.99,1,0
4020,CA-2015-165624,2015-08-23,2015-08-28,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0.0,6.7236,2015,8,3,34,Sunday,5,26.0,25.86,19.14,2271.28,7,1,28.27,8.62,0,0
4037,CA-2015-148859,2015-12-28,2016-01-01,Standard Class,FH-14350,Fred Harton,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2,0.2,1.551,2015,12,4,53,Monday,4,6.25,19.85,23.26,2271.28,8,1,-1.39,12.41,0,0
2730,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901,2017,2,1,7,Monday,6,27.0,6.63,4.84,2271.28,9,1,-53.83,2.21,0,0
2731,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4,0.0,343.9828,2017,2,1,7,Monday,6,43.0,799.96,455.98,2271.28,10,1,-53.83,199.99,1,0
2732,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0.0,21.506,2017,2,1,7,Monday,6,20.0,107.53,86.02,2271.28,11,1,-53.83,107.53,0,0
4838,CA-2017-106831,2017-06-01,2017-06-03,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2,0.7,-2.6586,2017,6,2,22,Thursday,2,-70.0,1.14,6.46,2271.28,12,1,19.7,1.9,0,1
4839,CA-2017-106831,2017-06-01,2017-06-03,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,27.744,6,0.2,10.0572,2017,6,2,22,Thursday,2,36.25,22.2,17.69,2271.28,13,1,19.7,4.62,0,0
4840,CA-2017-106831,2017-06-01,2017-06-03,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,4,0.4,-34.3148,2017,6,2,22,Thursday,2,-21.67,95.03,192.69,2271.28,14,1,19.7,39.59,0,1
6537,CA-2014-169684,2014-10-20,2014-10-23,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,2014,10,4,43,Monday,3,-45.0,197.15,476.46,6987.2,1,0,-61.54,109.53,1,1
6538,CA-2014-169684,2014-10-20,2014-10-23,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588,2014,10,4,43,Monday,3,-25.0,78.68,122.94,6987.2,2,1,-61.54,32.78,0,1
1644,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0.0,349.3392,2015,3,1,12,Thursday,1,28.0,1247.64,898.3,6987.2,3,1,224.03,415.88,1,0
1645,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,7,0.0,1480.4671,2015,3,1,12,Thursday,1,47.0,3149.93,1669.46,6987.2,4,1,224.03,449.99,1,0
1646,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0.0,100.656,2015,3,1,12,Thursday,1,48.0,209.7,109.04,6987.2,5,1,224.03,104.85,0,0
5764,CA-2015-162047,2015-11-03,2015-11-05,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,10,0.1,209.274,2015,11,4,45,Tuesday,2,14.44,1303.94,1239.55,6987.2,6,1,141.91,144.88,1,0
9205,CA-2016-104689,2016-12-01,2016-12-05,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0.0,6.912,2016,12,4,48,Thursday,4,30.0,23.04,16.13,6987.2,7,1,22.15,2.88,0,0
199,US-2017-124303,2017-07-06,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,2017,7,3,27,Thursday,7,-76.67,0.88,5.2,6987.2,8,1,-14.57,1.47,0,1
200,US-2017-124303,2017-07-06,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203,2017,7,3,27,Thursday,7,36.25,12.84,10.24,6987.2,9,1,-14.57,5.35,0,0
3197,CA-2017-109750,2017-07-22,2017-07-28,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,2017,7,3,29,Saturday,6,47.0,29.97,15.88,6987.2,10,1,-14.57,9.99,0,0
8591,CA-2017-126676,2017-09-29,2017-10-01,First Class,FH-14365,Fred Hopkins,Corporate,United States,Hempstead,New York,11550,East,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,7.98,3,0.0,3.9102,2017,9,3,39,Friday,2,49.0,7.98,4.07,6987.2,11,1,39.2,2.66,0,0
6075,CA-2017-121398,2017-12-25,2017-12-29,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238,2017,12,4,52,Monday,4,33.75,122.84,101.73,6987.2,12,1,-29.23,51.18,0,0
6076,CA-2017-121398,2017-12-25,2017-12-29,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2,0.0,2.7062,2017,12,4,52,Monday,4,1.0,270.62,267.91,6987.2,13,1,-29.23,135.31,1,0
7015,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,3,0.0,38.1576,2014,3,1,11,Tuesday,2,26.0,146.76,108.6,2456.64,1,0,1132.13,48.92,0,0
7016,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2,0.0,14.1728,2014,3,1,11,Tuesday,2,43.0,32.96,18.79,2456.64,2,1,1132.13,16.48,0,0
7017,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,3,0.0,164.6316,2014,3,1,11,Tuesday,2,28.0,587.97,423.34,2456.64,3,1,1132.13,195.99,1,0
7018,CA-2014-114790,2014-03-11,2014-03-13,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,3,0.0,7.0218,2014,3,1,11,Tuesday,2,47.0,14.94,7.92,2456.64,4,1,1132.13,4.98,0,0
1856,CA-2014-114643,2014-06-13,2014-06-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,2014,6,2,24,Friday,4,33.0,14.52,9.73,2456.64,5,1,46.29,4.84,0,0
4500,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,0.0,6.2208,2016,4,2,14,Sunday,6,48.0,12.96,6.74,2456.64,6,1,-25.07,6.48,0,0
4501,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12,2016,4,2,14,Sunday,6,35.0,18.56,15.08,2456.64,7,1,-25.07,4.64,0,0
3772,US-2016-101196,2016-05-12,2016-05-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,2016,5,2,19,Thursday,5,-23.75,65.89,101.93,2456.64,8,1,47.06,41.18,0,1
9773,CA-2016-104983,2016-07-03,2016-07-03,Same Day,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.92,5,0.2,38.725,2016,7,3,26,Sunday,0,31.25,99.14,85.2,2456.64,9,1,-2.68,24.78,0,0
2283,CA-2016-132143,2016-09-03,2016-09-05,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",48.16,7,0.0,22.1536,2016,9,3,35,Saturday,2,46.0,48.16,26.01,2456.64,10,1,135.93,6.88,0,0
